"Polarized Data for B=1.5T, filter rotated 0, 30, 60, 90 from noon to 3 on a clockface"
Wavelength(A)_MDPX,"Signal Strength, theta=0","Signal Strength, theta=30","Signal Strength, theta=60","Signal Strength, theta=90"
4460.625693383122,-0.03554446428570745,-0.02300666730491827,-0.029972439703501632,-0.02139395912078837
4460.647929977596,-0.030539478152368002,-0.02292966751825151,-0.010337494103477682,-0.024242951227458516
4460.670166572068,-0.023121832036803406,-0.04410460885161067,-0.03271876542794942,-0.025089948880792877
4460.692403166542,-0.013804857850125375,-0.007889042522677612,-0.017857806601264636,-0.009433325591884898
4460.714639761016,-0.021325170347912325,-0.006169380620453292,-0.006076839241250263,-0.010280323245219264
4460.736876355489,-0.012444528285679272,-0.03399197020270945,-0.024223122299050177,-0.023241954000790623
4460.759112949962,-0.020452506099022372,-0.026394657918255737,0.002033804954315183,0.001757310070350972
4460.781349544436,0.0036227605321181005,-0.006657045936009442,-0.0030738475612466015,-0.011512319831887432
4460.80358613891,-0.028537483699032227,-0.036815295713824,-0.025788784627940976,-0.028349606516352408
4460.825822733383,-0.02453349479236068,-0.022647334967140054,-0.010080828147921814,-0.03376525817858124
4460.848059327856,-0.012649861050123968,0.0009145997528886801,0.0037021336654283286,-0.00011635140520686859
4460.87029592233,-0.030385478579034488,-0.012919695251572636,-0.009644496023476837,-0.011435320045220672
4460.892532516804,-0.028203817956809606,-0.030655312780483154,-0.019808467863489235,-0.03371392498747007
4460.914769111277,-0.0027938883567786136,0.007844580552897131,-0.011851823241257307,-0.0013226813963194508
4460.93700570575,-0.038650122347933455,-0.024828995589364935,-0.012082822601257589,-0.027476942267462456
4460.959242300224,-0.0024858892101115716,-0.001549393420447658,-0.006205172219028198,-0.01233365088966621
4460.981478894697,-0.0332858038768158,-0.015717354167131603,-0.021605129552380316,-0.03409892392080387
4461.003715489171,-0.03605779619681918,-0.02988531491381555,-0.02283712613904848,-0.03212259606302368
4461.025952083644,0.007139084123233499,0.0017102642151118727,0.0016231394254257933,-0.012846982800777947
4461.048188678118,-0.017731846970130163,-0.022519001989362117,-0.015419480023483877,-0.022908288258567996
4461.070425272591,0.009474744318791903,-0.007889042522677612,-0.00684683710791787,-0.0011686818229859298
4461.092661867065,-0.01865584441013129,-0.021569337953805404,-0.030511438210168957,-0.018108634889673254
4461.114898461538,-0.029230481779033073,-0.018027347767134418,-0.00602550605013909,-0.027913274391907432
4461.137135056012,-0.004333884090113825,-0.012919695251572636,-0.006821170512362281,0.003502638568130878
4461.159371650485,-0.01164886382345608,-0.028447985562702685,-0.03176910139239271,-0.020007962960786687
